subject,Happy,Calm,Sad,AngryStressful,Familiar,title,Condition,Track_ID,ACTIVE,PERCEPTUAL,MUSICAL,SINGING,EMOTIONS,GENERAL
13,2,4,1,1,2,owlAPussyCat,Lyrics,2,44,47,28,24,31,72
13,5,6,1,1,9,dream,Melody,27,44,47,28,24,31,72
13,3,7,7,1,1,iWishYouLove,Lyrics,12,44,47,28,24,31,72
13,1,7,7,1,1,theCrucifixion,Melody,21,44,47,28,24,31,72
13,5,1,1,1,1,thatsAll,Lyrics,15,44,47,28,24,31,72
13,1,6,6,1,1,willowSong,Lyrics,6,44,47,28,24,31,72
13,5,6,5,1,1,silentMoon,Lyrics,10,44,47,28,24,31,72
13,7,1,1,1,1,takeYouAb,Lyrics,4,44,47,28,24,31,72
13,4,6,5,1,1,onMusic,Melody,17,44,47,28,24,31,72
13,2,7,7,1,2,everyTimeWeSayGoodbye,Melody,23,44,47,28,24,31,72
13,2,6,6,1,1,goognightMoon,Melody,25,44,47,28,24,31,72
13,1,1,1,6,6,noMoreMissNice,Lyrics,16,44,47,28,24,31,72
13,2,2,6,1,1,theCage,Lyrics,14,44,47,28,24,31,72
13,5,5,1,1,2,dancinInTheMoonlightC,Melody,19,44,47,28,24,31,72
13,5,5,1,1,1,thatsAll,Melody,31,44,47,28,24,31,72
13,4,5,5,1,1,bambi,Lyrics,8,44,47,28,24,31,72
13,1,1,1,7,1,toThisWeveCome,Melody,29,44,47,28,24,31,72
14,4,4,4,4,1,thatsAll,Melody,31,31,45,14,21,29,50
14,2,4,7,7,1,thatsAll,Lyrics,15,31,45,14,21,29,50
14,1,6,8,8,8,dream,Melody,27,31,45,14,21,29,50
14,2,6,8,8,1,willowSong,Lyrics,6,31,45,14,21,29,50
14,5,6,6,2,1,iWishYouLove,Lyrics,12,31,45,14,21,29,50
14,2,6,8,2,1,goognightMoon,Melody,25,31,45,14,21,29,50
14,5,4,4,4,1,bambi,Lyrics,8,31,45,14,21,29,50
14,4,3,1,7,1,owlAPussyCat,Lyrics,2,31,45,14,21,29,50
14,1,4,8,2,3,theCrucifixion,Melody,21,31,45,14,21,29,50
14,2,6,6,4,1,everyTimeWeSayGoodbye,Melody,23,31,45,14,21,29,50
14,6,6,3,3,1,onMusic,Melody,17,31,45,14,21,29,50
14,4,5,3,3,1,theCage,Lyrics,14,31,45,14,21,29,50
14,1,2,1,7,1,toThisWeveCome,Melody,29,31,45,14,21,29,50
14,2,2,2,8,3,noMoreMissNice,Lyrics,16,31,45,14,21,29,50
14,2,5,7,2,1,dancinInTheMoonlightC,Melody,19,31,45,14,21,29,50
14,6,7,4,1,1,silentMoon,Lyrics,10,31,45,14,21,29,50
14,1,2,1,7,1,takeYouAb,Lyrics,4,31,45,14,21,29,50
14,5,5,3,1,1,silentMoon,Melody,26,31,45,14,21,29,50
14,5,5,5,5,1,owlAPussyCat,Melody,18,31,45,14,21,29,50
14,8,7,5,1,3,iWishYouLove,Melody,28,31,45,14,21,29,50
14,7,7,1,1,3,willowSong,Melody,22,31,45,14,21,29,50
14,1,7,1,1,2,theCage,Melody,30,31,45,14,21,29,50
14,9,9,1,1,8,goognightMoon,Lyrics,9,31,45,14,21,29,50
14,2,2,2,8,1,toThisWeveCome,Lyrics,13,31,45,14,21,29,50
14,9,9,1,1,9,dream,Lyrics,11,31,45,14,21,29,50
14,8,1,1,1,8,dancinInTheMoonlightC,Lyrics,3,31,45,14,21,29,50
14,3,5,8,1,9,everyTimeWeSayGoodbye,Lyrics,7,31,45,14,21,29,50
14,4,5,6,5,1,theCrucifixion,Lyrics,5,31,45,14,21,29,50
14,4,5,1,1,8,onMusic,Lyrics,1,31,45,14,21,29,50
14,4,5,1,1,3,bambi,Melody,24,31,45,14,21,29,50
14,2,2,2,2,1,noMoreMissNice,Melody,32,31,45,14,21,29,50
14,5,5,5,5,1,takeYouAb,Melody,20,31,45,14,21,29,50
15,5,9,4,1,1,theCage,Melody,30,40,36,16,22,25,60
15,7,6,1,1,1,noMoreMissNice,Melody,32,40,36,16,22,25,60
15,4,5,6,1,1,iWishYouLove,Melody,28,40,36,16,22,25,60
15,5,5,4,1,3,dancinInTheMoonlightC,Lyrics,3,40,36,16,22,25,60
15,7,9,1,1,1,takeYouAb,Melody,20,40,36,16,22,25,60
15,5,5,1,1,1,bambi,Melody,24,40,36,16,22,25,60
15,1,5,5,1,1,theCrucifixion,Lyrics,5,40,36,16,22,25,60
15,1,1,1,1,1,toThisWeveCome,Lyrics,13,40,36,16,22,25,60
15,5,5,5,1,1,onMusic,Lyrics,1,40,36,16,22,25,60
15,5,5,4,3,1,goognightMoon,Lyrics,9,40,36,16,22,25,60
15,1,5,5,1,1,silentMoon,Melody,26,40,36,16,22,25,60
15,1,5,5,1,1,willowSong,Melody,22,40,36,16,22,25,60
15,9,9,1,1,5,dream,Lyrics,11,40,36,16,22,25,60
15,5,7,3,1,1,everyTimeWeSayGoodbye,Lyrics,7,40,36,16,22,25,60
15,5,5,5,5,5,owlAPussyCat,Melody,18,40,36,16,22,25,60
15,5,5,5,5,5,willowSong,Lyrics,6,40,36,16,22,25,60
15,5,5,5,1,7,dream,Melody,27,40,36,16,22,25,60
15,5,5,5,5,7,bambi,Lyrics,8,40,36,16,22,25,60
15,8,5,1,1,7,noMoreMissNice,Lyrics,16,40,36,16,22,25,60
15,5,9,1,1,5,iWishYouLove,Lyrics,12,40,36,16,22,25,60
15,5,5,1,1,1,dancinInTheMoonlightC,Melody,19,40,36,16,22,25,60
15,5,5,1,1,1,everyTimeWeSayGoodbye,Melody,23,40,36,16,22,25,60
15,1,9,1,1,1,theCage,Lyrics,14,40,36,16,22,25,60
15,9,9,1,1,1,takeYouAb,Lyrics,4,40,36,16,22,25,60
15,1,1,5,1,1,silentMoon,Lyrics,10,40,36,16,22,25,60
15,1,1,1,1,1,thatsAll,Lyrics,15,40,36,16,22,25,60
15,1,1,1,1,1,theCrucifixion,Melody,21,40,36,16,22,25,60
15,1,1,1,9,1,owlAPussyCat,Lyrics,2,40,36,16,22,25,60
15,1,1,1,1,3,thatsAll,Melody,31,40,36,16,22,25,60
15,1,1,1,1,1,goognightMoon,Melody,25,40,36,16,22,25,60
15,1,1,1,1,1,onMusic,Melody,17,40,36,16,22,25,60
15,1,1,1,9,1,toThisWeveCome,Melody,29,40,36,16,22,25,60
16,6,2,4,2,1,takeYouAb,Lyrics,4,37,44,34,13,28,64
16,5,8,4,2,3,silentMoon,Lyrics,10,37,44,34,13,28,64
16,4,6,6,2,1,goognightMoon,Melody,25,37,44,34,13,28,64
16,5,7,5,2,7,dream,Melody,27,37,44,34,13,28,64
16,6,2,3,3,1,owlAPussyCat,Lyrics,2,37,44,34,13,28,64
16,3,3,8,7,1,theCage,Lyrics,14,37,44,34,13,28,64
16,1,1,6,9,3,toThisWeveCome,Melody,29,37,44,34,13,28,64
16,6,6,4,2,2,onMusic,Melody,17,37,44,34,13,28,64
16,3,3,6,8,3,noMoreMissNice,Lyrics,16,37,44,34,13,28,64
16,4,6,7,4,4,thatsAll,Lyrics,15,37,44,34,13,28,64
16,4,6,6,2,7,dancinInTheMoonlightC,Melody,19,37,44,34,13,28,64
16,2,8,8,4,5,theCrucifixion,Melody,21,37,44,34,13,28,64
16,4,6,7,3,3,everyTimeWeSayGoodbye,Melody,23,37,44,34,13,28,64
16,6,6,4,4,2,willowSong,Lyrics,6,37,44,34,13,28,64
16,7,4,3,3,7,thatsAll,Melody,31,37,44,34,13,28,64
16,2,6,8,3,4,bambi,Lyrics,8,37,44,34,13,28,64
16,7,7,4,2,2,iWishYouLove,Lyrics,12,37,44,34,13,28,64
16,7,6,4,2,6,willowSong,Melody,22,37,44,34,13,28,64
16,4,2,6,8,2,owlAPussyCat,Melody,18,37,44,34,13,28,64
16,4,8,7,2,6,iWishYouLove,Melody,28,37,44,34,13,28,64
16,7,6,4,2,5,bambi,Melody,24,37,44,34,13,28,64
16,2,2,6,8,1,toThisWeveCome,Lyrics,13,37,44,34,13,28,64
16,3,3,6,7,1,theCage,Melody,30,37,44,34,13,28,64
16,5,8,4,2,6,goognightMoon,Lyrics,9,37,44,34,13,28,64
16,6,6,5,3,7,dancinInTheMoonlightC,Lyrics,3,37,44,34,13,28,64
16,3,3,8,8,5,noMoreMissNice,Melody,32,37,44,34,13,28,64
16,3,8,8,4,2,theCrucifixion,Lyrics,5,37,44,34,13,28,64
16,3,7,7,3,2,everyTimeWeSayGoodbye,Lyrics,7,37,44,34,13,28,64
16,3,7,7,3,3,silentMoon,Melody,26,37,44,34,13,28,64
16,6,7,6,2,5,dream,Lyrics,11,37,44,34,13,28,64
16,5,7,6,3,1,onMusic,Lyrics,1,37,44,34,13,28,64
16,6,4,6,7,5,takeYouAb,Melody,20,37,44,34,13,28,64
17,5,4,5,1,3,takeYouAb,Melody,20,46,36,24,20,39,65
17,5,6,5,6,2,bambi,Melody,24,46,36,24,20,39,65
17,3,3,9,7,1,everyTimeWeSayGoodbye,Lyrics,7,46,36,24,20,39,65
17,2,2,5,9,1,noMoreMissNice,Melody,32,46,36,24,20,39,65
17,5,9,5,5,7,willowSong,Melody,22,46,36,24,20,39,65
17,1,1,7,9,2,toThisWeveCome,Lyrics,13,46,36,24,20,39,65
17,1,1,5,9,1,owlAPussyCat,Melody,18,46,36,24,20,39,65
17,5,7,5,5,3,goognightMoon,Lyrics,9,46,36,24,20,39,65
17,5,2,5,8,1,theCage,Melody,30,46,36,24,20,39,65
17,7,5,1,1,7,dancinInTheMoonlightC,Lyrics,3,46,36,24,20,39,65
17,1,1,8,9,8,theCrucifixion,Lyrics,5,46,36,24,20,39,65
17,5,7,2,3,7,onMusic,Lyrics,1,46,36,24,20,39,65
17,6,9,1,1,7,silentMoon,Melody,26,46,36,24,20,39,65
17,3,4,7,5,6,iWishYouLove,Melody,28,46,36,24,20,39,65
17,9,8,1,1,6,dream,Lyrics,11,46,36,24,20,39,65
17,5,5,6,1,7,everyTimeWeSayGoodbye,Melody,23,46,36,24,20,39,65
17,9,1,6,9,5,bambi,Lyrics,8,46,36,24,20,39,65
17,3,6,7,4,5,willowSong,Lyrics,6,46,36,24,20,39,65
17,9,9,7,1,6,iWishYouLove,Lyrics,12,46,36,24,20,39,65
17,1,1,7,9,6,dancinInTheMoonlightC,Melody,19,46,36,24,20,39,65
17,6,3,7,8,7,thatsAll,Lyrics,15,46,36,24,20,39,65
17,5,4,7,5,7,dream,Melody,27,46,36,24,20,39,65
17,1,1,8,9,3,toThisWeveCome,Melody,29,46,36,24,20,39,65
17,9,6,1,1,3,takeYouAb,Lyrics,4,46,36,24,20,39,65
17,1,6,9,5,4,goognightMoon,Melody,25,46,36,24,20,39,65
17,6,2,6,6,8,noMoreMissNice,Lyrics,16,46,36,24,20,39,65
17,8,9,1,1,8,silentMoon,Lyrics,10,46,36,24,20,39,65
17,1,1,9,8,7,theCrucifixion,Melody,21,46,36,24,20,39,65
17,3,1,5,8,6,thatsAll,Melody,31,46,36,24,20,39,65
17,2,3,8,8,4,onMusic,Melody,17,46,36,24,20,39,65
17,6,1,6,9,3,owlAPussyCat,Lyrics,2,46,36,24,20,39,65
17,1,1,4,8,3,theCage,Lyrics,14,46,36,24,20,39,65
18,7,7,1,1,1,onMusic,Lyrics,1,31,44,13,12,31,43
18,1,2,8,5,1,iWishYouLove,Melody,28,31,44,13,12,31,43
18,6,5,2,5,3,willowSong,Melody,22,31,44,13,12,31,43
18,6,5,7,1,7,dream,Lyrics,11,31,44,13,12,31,43
18,1,1,9,8,3,theCage,Melody,30,31,44,13,12,31,43
18,8,5,1,1,3,dancinInTheMoonlightC,Lyrics,3,31,44,13,12,31,43
18,1,1,7,9,1,toThisWeveCome,Lyrics,13,31,44,13,12,31,43
18,4,4,6,7,4,bambi,Melody,24,31,44,13,12,31,43
18,3,3,8,9,5,noMoreMissNice,Melody,32,31,44,13,12,31,43
18,6,6,6,6,5,takeYouAb,Melody,20,31,44,13,12,31,43
18,1,7,9,5,1,theCrucifixion,Lyrics,5,31,44,13,12,31,43
18,5,7,5,1,7,goognightMoon,Lyrics,9,31,44,13,12,31,43
18,6,5,5,8,5,owlAPussyCat,Melody,18,31,44,13,12,31,43
18,1,7,9,1,7,everyTimeWeSayGoodbye,Lyrics,7,31,44,13,12,31,43
18,3,5,6,5,5,silentMoon,Melody,26,31,44,13,12,31,43
18,5,6,6,3,7,bambi,Lyrics,8,31,44,13,12,31,43
18,5,5,6,7,9,dream,Melody,27,31,44,13,12,31,43
18,8,7,3,3,1,silentMoon,Lyrics,10,31,44,13,12,31,43
18,4,6,6,7,7,noMoreMissNice,Lyrics,16,31,44,13,12,31,43
18,1,7,9,5,9,theCrucifixion,Melody,21,31,44,13,12,31,43
18,5,9,7,1,9,everyTimeWeSayGoodbye,Melody,23,31,44,13,12,31,43
18,6,5,5,6,9,thatsAll,Melody,31,31,44,13,12,31,43
18,1,1,5,9,9,toThisWeveCome,Melody,29,31,44,13,12,31,43
18,5,5,7,5,3,goognightMoon,Melody,25,31,44,13,12,31,43
18,5,7,8,1,1,willowSong,Lyrics,6,31,44,13,12,31,43
18,9,5,1,1,1,takeYouAb,Lyrics,4,31,44,13,12,31,43
18,3,6,7,4,1,theCage,Lyrics,14,31,44,13,12,31,43
18,5,5,5,5,1,owlAPussyCat,Lyrics,2,31,44,13,12,31,43
18,4,5,6,6,3,thatsAll,Lyrics,15,31,44,13,12,31,43
18,7,7,5,1,5,dancinInTheMoonlightC,Melody,19,31,44,13,12,31,43
18,1,9,9,1,1,iWishYouLove,Lyrics,12,31,44,13,12,31,43
18,1,7,7,1,7,onMusic,Melody,17,31,44,13,12,31,43
19,6,4,5,6,1,willowSong,Melody,22,NA,NA,NA,NA,NA,NA
19,5,4,5,6,1,dream,Lyrics,11,NA,NA,NA,NA,NA,NA
19,6,4,5,6,1,owlAPussyCat,Melody,18,NA,NA,NA,NA,NA,NA
19,5,3,5,6,1,toThisWeveCome,Lyrics,13,NA,NA,NA,NA,NA,NA
19,6,5,6,6,1,noMoreMissNice,Melody,32,NA,NA,NA,NA,NA,NA
19,6,3,6,5,1,bambi,Melody,24,NA,NA,NA,NA,NA,NA
19,5,4,5,6,1,everyTimeWeSayGoodbye,Lyrics,7,NA,NA,NA,NA,NA,NA
19,6,4,6,6,1,takeYouAb,Melody,20,NA,NA,NA,NA,NA,NA
19,5,3,5,5,1,silentMoon,Melody,26,NA,NA,NA,NA,NA,NA
19,5,6,5,4,1,iWishYouLove,Melody,28,NA,NA,NA,NA,NA,NA
19,6,5,5,6,9,theCage,Melody,30,NA,NA,NA,NA,NA,NA
19,5,3,5,6,1,onMusic,Lyrics,1,NA,NA,NA,NA,NA,NA
19,5,3,5,7,1,goognightMoon,Lyrics,9,NA,NA,NA,NA,NA,NA
19,6,4,5,5,1,theCrucifixion,Lyrics,5,NA,NA,NA,NA,NA,NA
19,6,4,5,6,1,dancinInTheMoonlightC,Lyrics,3,NA,NA,NA,NA,NA,NA
19,5,4,5,6,1,theCrucifixion,Melody,21,NA,NA,NA,NA,NA,NA
19,6,4,6,6,1,takeYouAb,Lyrics,4,NA,NA,NA,NA,NA,NA
19,6,5,6,5,1,iWishYouLove,Lyrics,12,NA,NA,NA,NA,NA,NA
19,6,4,6,7,3,noMoreMissNice,Lyrics,16,NA,NA,NA,NA,NA,NA
19,6,5,5,6,1,toThisWeveCome,Melody,29,NA,NA,NA,NA,NA,NA
19,6,4,4,5,1,bambi,Lyrics,8,NA,NA,NA,NA,NA,NA
19,5,3,5,7,1,goognightMoon,Melody,25,NA,NA,NA,NA,NA,NA
19,6,4,5,6,1,owlAPussyCat,Lyrics,2,NA,NA,NA,NA,NA,NA
19,6,4,6,5,1,dancinInTheMoonlightC,Melody,19,NA,NA,NA,NA,NA,NA
19,6,4,6,6,1,thatsAll,Lyrics,15,NA,NA,NA,NA,NA,NA
19,5,4,5,5,1,dream,Melody,27,NA,NA,NA,NA,NA,NA
19,5,4,5,6,1,everyTimeWeSayGoodbye,Melody,23,NA,NA,NA,NA,NA,NA
19,6,3,6,7,1,willowSong,Lyrics,6,NA,NA,NA,NA,NA,NA
19,6,4,5,6,1,thatsAll,Melody,31,NA,NA,NA,NA,NA,NA
19,6,5,6,5,9,theCage,Lyrics,14,NA,NA,NA,NA,NA,NA
19,5,6,5,4,1,silentMoon,Lyrics,10,NA,NA,NA,NA,NA,NA
19,6,4,6,6,1,onMusic,Melody,17,NA,NA,NA,NA,NA,NA
20,7,5,2,2,2,noMoreMissNice,Melody,32,30,36,11,22,40,52
20,7,5,1,1,8,onMusic,Lyrics,1,30,36,11,22,40,52
20,6,5,6,1,9,dream,Lyrics,11,30,36,11,22,40,52
20,7,7,1,1,1,takeYouAb,Melody,20,30,36,11,22,40,52
20,5,9,5,1,1,silentMoon,Melody,26,30,36,11,22,40,52
20,4,9,5,1,4,theCrucifixion,Lyrics,5,30,36,11,22,40,52
20,3,2,5,2,1,owlAPussyCat,Melody,18,30,36,11,22,40,52
20,4,4,6,6,1,theCage,Melody,30,30,36,11,22,40,52
20,6,7,6,1,1,goognightMoon,Lyrics,9,30,36,11,22,40,52
20,8,2,7,1,1,bambi,Melody,24,30,36,11,22,40,52
20,5,9,1,1,1,willowSong,Melody,22,30,36,11,22,40,52
20,7,5,6,1,1,everyTimeWeSayGoodbye,Lyrics,7,30,36,11,22,40,52
20,9,5,1,2,1,dancinInTheMoonlightC,Lyrics,3,30,36,11,22,40,52
20,5,9,7,1,1,iWishYouLove,Melody,28,30,36,11,22,40,52
20,6,1,5,8,1,toThisWeveCome,Lyrics,13,30,36,11,22,40,52
20,7,4,6,4,1,bambi,Lyrics,8,30,36,11,22,40,52
20,5,6,5,5,1,goognightMoon,Melody,25,30,36,11,22,40,52
20,7,2,5,6,1,noMoreMissNice,Lyrics,16,30,36,11,22,40,52
20,7,4,5,6,1,thatsAll,Melody,31,30,36,11,22,40,52
20,4,6,7,1,1,everyTimeWeSayGoodbye,Melody,23,30,36,11,22,40,52
20,6,4,5,6,1,onMusic,Melody,17,30,36,11,22,40,52
20,1,3,5,9,1,theCage,Lyrics,14,30,36,11,22,40,52
20,4,3,5,6,1,dancinInTheMoonlightC,Melody,19,30,36,11,22,40,52
20,4,5,6,1,1,iWishYouLove,Lyrics,12,30,36,11,22,40,52
20,3,1,5,8,1,owlAPussyCat,Lyrics,2,30,36,11,22,40,52
20,5,8,7,1,1,theCrucifixion,Melody,21,30,36,11,22,40,52
20,6,2,4,6,1,takeYouAb,Lyrics,4,30,36,11,22,40,52
20,3,1,5,7,1,toThisWeveCome,Melody,29,30,36,11,22,40,52
20,7,5,6,1,9,dream,Melody,27,30,36,11,22,40,52
20,5,6,5,1,1,silentMoon,Lyrics,10,30,36,11,22,40,52
20,6,4,5,7,3,thatsAll,Lyrics,15,30,36,11,22,40,52
20,6,6,5,6,1,willowSong,Lyrics,6,30,36,11,22,40,52
21,3,7,2,1,1,theCage,Lyrics,14,31,46,7,18,32,46
21,3,7,6,1,2,willowSong,Lyrics,6,31,46,7,18,32,46
21,2,7,8,1,2,dancinInTheMoonlightC,Melody,19,31,46,7,18,32,46
21,1,7,9,1,5,theCrucifixion,Melody,21,31,46,7,18,32,46
21,7,2,4,1,8,thatsAll,Lyrics,15,31,46,7,18,32,46
21,7,2,3,1,8,thatsAll,Melody,31,31,46,7,18,32,46
21,2,7,9,1,5,dream,Melody,27,31,46,7,18,32,46
21,4,1,6,7,1,toThisWeveCome,Melody,29,31,46,7,18,32,46
21,7,6,4,1,1,bambi,Lyrics,8,31,46,7,18,32,46
21,9,4,2,1,1,takeYouAb,Lyrics,4,31,46,7,18,32,46
21,1,9,9,1,3,goognightMoon,Melody,25,31,46,7,18,32,46
21,7,7,4,1,1,silentMoon,Lyrics,10,31,46,7,18,32,46
21,6,4,3,1,1,owlAPussyCat,Lyrics,2,31,46,7,18,32,46
21,8,8,3,1,1,onMusic,Melody,17,31,46,7,18,32,46
21,1,9,9,1,2,everyTimeWeSayGoodbye,Melody,23,31,46,7,18,32,46
21,4,1,7,7,1,noMoreMissNice,Lyrics,16,31,46,7,18,32,46
21,3,9,7,1,1,iWishYouLove,Lyrics,12,31,46,7,18,32,46
21,7,9,2,1,5,goognightMoon,Lyrics,9,31,46,7,18,32,46
21,3,8,7,1,3,silentMoon,Melody,26,31,46,7,18,32,46
21,8,7,2,1,1,dream,Lyrics,11,31,46,7,18,32,46
21,1,9,9,1,3,everyTimeWeSayGoodbye,Lyrics,7,31,46,7,18,32,46
21,2,8,7,1,3,iWishYouLove,Melody,28,31,46,7,18,32,46
21,8,8,2,1,1,onMusic,Lyrics,1,31,46,7,18,32,46
21,6,8,5,1,3,theCage,Melody,30,31,46,7,18,32,46
21,7,6,5,1,3,willowSong,Melody,22,31,46,7,18,32,46
21,7,6,5,1,1,bambi,Melody,24,31,46,7,18,32,46
21,5,3,5,6,1,owlAPussyCat,Melody,18,31,46,7,18,32,46
21,8,4,4,1,1,takeYouAb,Melody,20,31,46,7,18,32,46
21,7,8,5,1,1,dancinInTheMoonlightC,Lyrics,3,31,46,7,18,32,46
21,5,6,6,7,1,noMoreMissNice,Melody,32,31,46,7,18,32,46
21,1,9,9,2,1,theCrucifixion,Lyrics,5,31,46,7,18,32,46
21,1,2,9,9,1,toThisWeveCome,Lyrics,13,31,46,7,18,32,46
